TotalFile:1129	PakTime:2010-4-19 19:59:15	PakTimeSave:4bcc4593	CRC:e3876214
Index	ID	Time	FileName	Size	InPakSize	ComprFlag	CRC
1016	e43e4844	2010-2-1 13:3:16	\task_publish\task\00000000000001CF.xml	7010	1419	4	23363cbf
1017	e44c8971	2010-2-1 12:43:19	\task_publish\task\0000000000000039.xml	8000	1522	4	4cfa8d4d
1018	e45aad8d	2009-9-22 17:56:49	\task_publish\sub\0000000000000283.xml	44808	5129	4	767bf3c7
1019	e474cf69	2009-2-18 19:14:10	\task_publish\sub\000000000000020A.xml	9838	1385	4	760b008b
1020	e49ca0af	2008-10-16 10:34:52	\task_publish\sub\0000000000000153.xml	5636	1051	4	55364d0a
1021	e4b27b1f	2008-10-16 10:34:47	\task_publish\sub\000000000000010F.xml	15540	2167	4	e56bf14b
1022	e4d2efc7	2010-2-1 12:47:4	\task_publish\task\0000000000000085.xml	7692	1731	4	537bef8a
1023	e4dadd55	2008-10-16 10:34:32	\task_publish\sub\0000000000000058.xml	26804	2064	4	c0e36dab
1024	e53e3cc4	2010-2-1 12:54:15	\task_publish\task\000000000000011A.xml	9528	1418	4	b1463fb5
1025	e5e423af	2010-2-1 13:0:31	\task_publish\task\0000000000000198.xml	9512	1252	4	6c2635dd
1026	e5fc4f9c	2009-6-9 10:18:40	\task_publish\sub\0000000000000239.xml	63424	4489	4	d07ed704
1027	e62077d1	2010-2-1 12:54:18	\task_publish\task\000000000000011B.xml	9572	1456	4	835827ac
1028	e639ba13	2008-10-16 10:34:32	\task_publish\sub\0000000000000059.xml	40978	2953	4	e623411d
1029	e6ee7abc	2010-2-1 13:0:34	\task_publish\task\0000000000000199.xml	9502	1241	4	720fcf44
1030	e70cf10e	2008-7-15 13:46:0	\task_publish\sub\000000000000018E.xml	24268	2959	4	8c26f2fb
1031	e714345c	2010-2-1 12:49:49	\task_publish\task\00000000000000BC.xml	7070	1112	4	9c2a8f07
1032	e7c99a02	2008-10-16 10:34:58	\task_publish\sub\00000000000001C6.xml	10022	1003	4	2d894ca0
1033	e87aece5	2009-1-8 14:12:34	\task_publish\sub\00000000000001FF.xml	9702	1240	4	6010f920
1034	e89ceede	2009-6-9 10:18:40	\task_publish\sub\0000000000000238.xml	47326	5516	4	3a543bcc
1035	e8cdb282	2008-10-16 10:34:55	\task_publish\sub\000000000000018C.xml	28780	2769	4	43d6f81
1036	e8d6e5f0	2008-10-16 10:34:46	\task_publish\sub\0000000000000108.xml	18710	2447	4	33d3b47e
1037	e8f2e892	2010-2-1 13:0:28	\task_publish\task\0000000000000197.xml	9502	1242	4	a6d40fc0
1038	e938a232	2010-2-1 12:49:43	\task_publish\task\00000000000000BA.xml	6834	1170	4	3541b284
1039	e98b5f86	2008-10-16 10:34:58	\task_publish\sub\00000000000001C4.xml	11402	1199	4	e62a8e5d
1040	e9c2e61a	2010-2-1 13:3:10	\task_publish\task\00000000000001CD.xml	7356	1533	4	5ddda79
1041	ea22fd4f	2010-2-1 12:49:46	\task_publish\task\00000000000000BB.xml	4744	817	4	76fb9799
1042	ea2d1040	2008-7-15 13:46:0	\task_publish\sub\000000000000018D.xml	14810	1705	4	98d7a46e
1043	ea3642be	2008-10-16 10:34:47	\task_publish\sub\0000000000000109.xml	15384	2200	4	c782feb3
1044	eaea3d44	2008-10-16 10:34:58	\task_publish\sub\00000000000001C5.xml	11384	1178	4	ecd37d34
1045	eb343137	2010-2-1 13:3:13	\task_publish\task\00000000000001CE.xml	7262	1504	4	2a584404
1046	eb529a51	2008-10-16 10:34:47	\task_publish\sub\000000000000010E.xml	10296	1060	4	a262ddb9
1047	eb5b7e64	2010-2-1 12:43:16	\task_publish\task\0000000000000038.xml	8596	1527	4	1ac7263d
1048	eb7bcccf	2009-9-22 17:56:49	\task_publish\sub\0000000000000282.xml	59812	5378	4	871e674a
1049	ebbdc3e1	2008-10-16 10:34:52	\task_publish\sub\0000000000000152.xml	5784	946	4	3ff9fb7
1050	ebe954aa	2010-2-1 12:47:1	\task_publish\task\0000000000000084.xml	7190	1601	4	3e33f1d
1051	ebfb7f97	2008-10-16 10:34:32	\task_publish\sub\0000000000000057.xml	39408	3390	4	8e5380bc
1052	ecabfeb8	2008-10-16 10:34:58	\task_publish\sub\00000000000001C3.xml	11470	1260	4	7916e922
1053	ecd16b6e	2008-10-16 10:34:41	\task_publish\sub\00000000000000C8.xml	7012	1590	4	f0d15b37
1054	ecd8af0d	2010-2-1 13:3:7	\task_publish\task\00000000000001CC.xml	7412	1669	4	6902860b
1055	ed1c5fd5	2008-10-16 10:34:47	\task_publish\sub\000000000000010C.xml	12694	1836	4	13a2f5e6
1056	ed248e43	2009-9-22 17:56:49	\task_publish\sub\0000000000000280.xml	62042	7055	4	65605ded
1057	ed6fec3a	2010-2-1 12:43:10	\task_publish\task\0000000000000036.xml	7724	1413	4	eaad933c
1058	ed7e8565	2008-10-16 10:34:52	\task_publish\sub\0000000000000150.xml	8362	1182	4	afe339be
1059	eda4310b	2008-10-16 10:34:32	\task_publish\sub\0000000000000055.xml	34746	2450	4	2d78631
1060	edfdc280	2010-2-1 12:46:55	\task_publish\task\0000000000000082.xml	7264	1480	4	64a9ff0a
1061	ee046f01	2009-9-22 17:56:49	\task_publish\sub\0000000000000281.xml	55068	5280	4	3ac631f9
1062	ee30c82c	2008-10-16 10:34:41	\task_publish\sub\00000000000000C9.xml	5592	1129	4	6171f7b3
1063	ee512757	2010-2-1 12:43:13	\task_publish\task\0000000000000037.xml	7718	1338	4	3519d685
1064	ee5e6223	2008-10-16 10:34:52	\task_publish\sub\0000000000000151.xml	4080	804	4	d4ba306b
1065	ee733c93	2008-10-16 10:34:47	\task_publish\sub\000000000000010D.xml	14224	1433	4	e675292f
1066	ee9b9ec9	2008-10-16 10:34:32	\task_publish\sub\0000000000000056.xml	27724	2892	4	c297548d
1067	eee71d9d	2010-2-1 12:46:58	\task_publish\task\0000000000000083.xml	6358	1274	4	3d867b32
1068	ef1b0f27	2009-1-8 14:12:32	\task_publish\sub\00000000000001FE.xml	9694	1237	4	c46f0ba8
1069	ef895185	2010-2-1 13:0:25	\task_publish\task\0000000000000196.xml	9496	1247	4	8ffb85dd
1070	efbd0110	2009-6-9 10:18:40	\task_publish\sub\0000000000000237.xml	61352	4832	4	7e1f494f
1071	efeed5c4	2009-2-19 8:58:27	\task_publish\sub\000000000000018B.xml	9840	1397	4	e186c6d3
1072	eff70432	2008-10-16 10:34:46	\task_publish\sub\0000000000000107.xml	9084	1506	4	67226af2
1073	f007254d	2009-4-1 18:24:44	\task_publish\sub\0000000000000220.xml	25190	2325	4	dd7e6f04
1074	f018b41d	2010-2-1 12:50:55	\task_publish\task\00000000000000D4.xml	14652	1779	4	d851ee
1075	f02b5ffa	2008-10-16 10:34:44	\task_publish\sub\00000000000000EC.xml	8854	1387	4	bf7a2749
1076	f0881395	2010-2-1 12:58:22	\task_publish\task\000000000000016D.xml	15712	1857	4	e543a6dd
1077	f095833d	2007-6-7 15:15:6	\task_publish\publishlist.xls	4498	1365	4	d347f6d4
1078	f19794ee	2009-7-2 14:47:27	\task_publish\sub\000000000000025A.xml	13326	1242	4	1ff12e2
1079	f1bb0e9b	2008-10-16 10:34:39	\task_publish\sub\00000000000000B1.xml	24210	2198	4	8c6701ca
1080	f1e9eb00	2008-10-16 10:34:49	\task_publish\sub\000000000000012A.xml	14730	1505	4	9a76a0c2
1081	f202b3aa	2010-2-1 12:42:4	\task_publish\task\0000000000000020.xml	7792	1278	4	b5491c0
1082	f29aec59	2008-10-16 10:34:39	\task_publish\sub\00000000000000B2.xml	17644	1805	4	23b723d0
1083	f2c948ce	2008-10-16 10:34:49	\task_publish\sub\000000000000012B.xml	14312	1469	4	d7e94030
1084	f2f775ac	2009-7-2 14:47:27	\task_publish\sub\000000000000025B.xml	15504	1280	4	6524b404
1085	f314f792	2010-2-1 12:55:31	\task_publish\task\0000000000000133.xml	6568	1135	4	fcfacdeb
1086	f350f967	2010-2-1 12:41:10	\task_publish\task\000000000000000E.xml	43190	5440	4	41ab637a
1087	f3e6dfad	2010-2-1 12:44:58	\task_publish\task\000000000000005A.xml	6106	1037	4	24fe892e
1088	f45ba1dd	2008-10-16 10:34:39	\task_publish\sub\00000000000000B0.xml	21338	2199	4	dc5a8468
1089	f537a6e8	2008-10-16 10:34:29	\task_publish\sub\000000000000002E.xml	44474	4534	4	95de79d6
1090	f5396268	2010-2-1 12:55:25	\task_publish\task\0000000000000131.xml	6858	1224	4	e3962bb3
1091	f565173d	2010-2-1 12:41:4	\task_publish\task\000000000000000C.xml	101070	10402	4	186e2c0f
1092	f5d4117e	2008-10-16 10:34:44	\task_publish\sub\00000000000000EA.xml	15688	1929	4	74070afe
1093	f5e9293f	2009-3-23 10:24:8	\task_publish\sub\000000000000020F.xml	73722	6677	4	1b849e99
1094	f61707b6	2008-10-16 10:34:29	\task_publish\sub\000000000000002F.xml	29192	2904	4	5dc20a50
1095	f622bc85	2010-2-1 12:55:28	\task_publish\task\0000000000000132.xml	6672	1180	4	a49ebc59
1096	f66eae4a	2010-2-1 12:41:7	\task_publish\task\000000000000000D.xml	35552	4435	4	691b64f4
1097	f6cbfe3c	2008-10-16 10:34:44	\task_publish\sub\00000000000000EB.xml	23672	2459	4	37aa2f90
1098	f7177d00	2010-2-1 12:50:52	\task_publish\task\00000000000000D3.xml	14662	1775	4	97002682
1099	f71f1511	2009-9-22 17:56:49	\task_publish\sub\0000000000000289.xml	26060	2837	4	3b231714
1100	f7516833	2008-10-16 10:34:52	\task_publish\sub\0000000000000159.xml	6696	896	4	8c53100
1101	f786d978	2010-2-1 12:58:19	\task_publish\task\000000000000016C.xml	13460	1838	4	611bcf4
1102	f8372b5b	2010-2-1 12:55:22	\task_publish\task\0000000000000130.xml	6926	1260	4	5e38b00b
1103	f873dc20	2010-2-1 12:41:1	\task_publish\task\000000000000000B.xml	47338	7489	4	508797f3
1104	f88a4871	2009-3-13 9:47:33	\task_publish\sub\000000000000020E.xml	25362	3060	4	c1a2fe5
1105	f8d8d695	2009-9-22 17:56:49	\task_publish\sub\0000000000000287.xml	23034	2962	4	7ef0c8c7
1106	f9051008	2010-2-1 12:54:27	\task_publish\task\000000000000011E.xml	9566	1459	4	caabbc85
1107	f9122db7	2008-10-16 10:34:52	\task_publish\sub\0000000000000157.xml	8576	1253	4	2b14f69f
1108	f939c30b	2010-2-1 12:47:16	\task_publish\task\0000000000000089.xml	6290	1111	4	1eb33cf9
1109	f93bebe6	2010-2-1 12:50:46	\task_publish\task\00000000000000D1.xml	14668	1784	4	daa08a3b
1110	f9ab775e	2010-2-1 12:58:13	\task_publish\task\000000000000016A.xml	7850	1906	4	ca335fee
1111	fa0eab25	2010-2-1 12:54:30	\task_publish\task\000000000000011F.xml	9548	1423	4	f55588b8
1112	fa2d22f3	2010-2-1 12:50:49	\task_publish\task\00000000000000D2.xml	14658	1789	4	520ecf4
1113	fa3fb453	2009-9-22 17:56:49	\task_publish\sub\0000000000000288.xml	27246	2300	4	5154e5ee
1114	fa718b75	2008-10-16 10:34:52	\task_publish\sub\0000000000000158.xml	7254	1083	4	180595c5
1115	fa9c8e6b	2010-2-1 12:58:16	\task_publish\task\000000000000016B.xml	15702	1854	4	3229d826
1116	fbd0d92a	2008-10-16 10:34:28	\task_publish\sub\000000000000002D.xml	39418	3872	4	30036a7e
1117	fc13d9fb	2010-2-1 12:54:24	\task_publish\task\000000000000011D.xml	9542	1424	4	23351c
1118	fc3250c9	2010-2-1 12:50:43	\task_publish\task\00000000000000D0.xml	14650	1775	4	24aeb735
1119	fc334ce9	2008-10-16 10:34:52	\task_publish\sub\0000000000000156.xml	6838	1146	4	f0d45f88
1120	fc3788fe	2010-2-1 12:47:13	\task_publish\task\0000000000000088.xml	7240	1513	4	660aa4d3
1121	fd079986	2010-2-1 12:49:55	\task_publish\task\00000000000000BE.xml	6956	1198	4	af01aeac
1122	fd919aae	2008-10-16 10:34:28	\task_publish\sub\000000000000002B.xml	56508	5701	4	8fb6c910
1123	fe09d093	2010-2-1 12:49:58	\task_publish\task\00000000000000BF.xml	6888	1062	4	96a96ab9
1124	fef1786c	2008-10-16 10:34:28	\task_publish\sub\000000000000002C.xml	20564	2560	4	ac369dc3
1125	ff098513	2009-5-14 11:20:2	\task_publish\task\000000000000000A.xml	55110	7522	4	43878b59
1126	ff6fa64c	2008-10-16 10:34:58	\task_publish\sub\00000000000001C9.xml	14440	1709	4	9ad85462
1127	ffaaeab3	2009-3-13 14:35:51	\task_publish\sub\000000000000020D.xml	10174	1021	4	d187528e
1128	fff949d7	2009-9-22 17:56:49	\task_publish\sub\0000000000000286.xml	20718	2595	4	1ea63506
