TenNhanVat	TrangBiChuyen	CapCuongHoa	TongLuotChuyen	TrangBiNhan
NgaMyChưởng	Yển Nguyệt Đao-Linh Vũ	15	1	Huyền Thiết Kiếm-Việt Quang
SeaKaDai	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
Bunnyyy	Thiên Ngoại Phi Tiên-Chích Viêm	15	0	Thất Tinh Thấu Cốt-Thanh Long
Angellll	Thiên Ngoại Phi Tiên-Chích Viêm	15	0	Thất Tinh Thấu Cốt-Thanh Long
Eugene	Long Uyên Kiếm-Hoàng Quang	15	0	Thất Tinh Thấu Cốt-Thanh Long
Minnyyyy	Thiên Ngoại Phi Tiên-Chích Viêm	15	0	Thất Tinh Thấu Cốt-Thanh Long
Jellybeans	Long Uyên Kiếm-Phá Quân	15	0	Thất Tinh Thấu Cốt-Thanh Long
Eugeneee	Yển Nguyệt Đao-Hoàng Quang	15	0	Huyền Thiết Kiếm-Triệt Cốt
TrangSứcLâmAn	Long Lân Đao-Bạch Hổ	16	2	Nghiệt Long Chùy-Bạch Hổ
ThànhLâmAn	Kim Cô Bổng-Hoàng Quang	15	0	Huyền Thiết Kiếm-Vân Phách
SaoTho3	Quần Điểu Liên-Chấn	12	1	Triều Lộ Liên-Phục Thạch
LãoĐại	Trục Lộc Hoàng Long Triền Yêu	16	16	Thần Châu Viêm Đế Thúc Yêu-Cực
DépLào	Tuyệt Hỏa Ngoa-Chu Thiềm	12	30	Bá Vương Ngoa-Tật Phong
DépLàoVĐ	Thương Khung Giới-Cự Mộc	12	9	Ứng Long Giới-Cự Mộc
DépLàoVĐ	Giáng Sa Bào-Hoàng Quang	14	10	Thiên Nhẫn Bí Trang-Diên Dương
DConSóngVĐ	Bắc Thần Liên-Quy Nguyên	12	4	Triều Lộ Liên-Chí mạng
DConSóngVĐ	Côn Bằng Bội-Thanh Phong	12	5	Bắc Minh Bội-Việt Quang
CConSóngDM	Võ Thần Hộ Uyển-Diên Dương	12	4	Thiên Tàm Hộ Uyển-Chấn
AConSóngMGC	Quần Điểu Liên-Thiên Sơn	12	4	Triều Lộ Liên-Chí mạng
DépLàoTYK	Thương Khung Giới-Chấn	12	7	Ứng Long Giới-Thanh Phong
DépLàoTYK	Hỏa Lân Hộ Uyển-Thiên Sơn	12	8	Thiên Tàm Hộ Uyển-Tuyệt
DépLàoTYK	Thiên Tàm Hộ Uyển-Tuyệt	12	9	Thiên Tàm Hộ Uyển-Cự Mộc
DépLàoMN	Côn Bằng Bội-Chí mạng	12	9	Bắc Minh Bội-Chí mạng
DépLàoMN	Hình Thiên Giới-Việt Quang	12	10	Ứng Long Giới-Việt Quang
CConSóngDM	Bắc Thần Liên-Chí mạng	12	5	Triều Lộ Liên-Hàn
LãoĐại	Trục Lộc Hoàng Long Triền Yêu	16	17	Thần Châu Viêm Đế Thúc Yêu-Minh
LãoĐại	Bắc Minh Bội-Hoàng Quang	14	18	Côn Bằng Bội-Hoàng Quang
LãoĐại	Thần Châu Viêm Đế Thúc Yêu-Cực	16	19	Trục Lộc Hoàng Long Triền Yêu
ĐệNgũ	Phá Thiên Kích-Lạc Lôi	16	1	Huyền Thiết Kiếm-Nghịch Thủy
BaoCứyt	Kinh Lôi Thương-Chích Viêm	15	2	Kinh Lôi Thương-Chích Viêm
xaomeme	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
xaoxaome	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
xaomexao	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
mexaoxao	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
memexao	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
xaoxaoxao	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
SaoMai	Trục Lộc Thương Khung Quán	16	4	Trục Lộc Huyền Dương Khôi
TomBien	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
CaLucBien	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
Cuabien	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
Ghebien	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
HauBien	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
Bebebien	Thanh Hư Phù-Tuyệt	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
NamDoaNe	Tiêu Dao Nộ Long Hộ Uyển	16	2	Tiêu Dao Nộ Long Hộ Uyển
SóngThần	Huyền Thiết Kiếm-Việt Quang	16	11	Long Uyên Kiếm-Triệt Cốt
anhbachacu	Huyền Thiết Kiếm-Việt Quang	16	6	Long Uyên Kiếm-Triệt Cốt
DépLào	Thanh Sương Kiếm-Triệt Cốt	14	31	Thanh Long Triền Thủ-Triệt Cốt
DépLào	Huyền Thiết Kiếm-Việt Quang	16	32	Long Uyên Kiếm-Triệt Cốt
DoatMenh	Thất Tinh Thấu Cốt-Cự Mộc	16	2	Thiên Ngoại Phi Tiên-Chích Viêm
DépLào	Ứng Long Giới-Cự Mộc	14	33	Lăng Vân Giới-Cực
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	34	Thần Châu Viêm Đế Thúc Yêu-Tuyệt
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	35	Thần Châu Viêm Đế Thúc Yêu-Cực
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	36	Thần Châu Viêm Đế Thúc Yêu-Tuyệt
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	37	Thần Châu Viêm Đế Thúc Yêu-Tuyệt
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	38	Thần Châu Viêm Đế Thúc Yêu-Tuyệt
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	39	Thần Châu Viêm Đế Thúc Yêu-Tuyệt
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	40	Thần Châu Viêm Đế Thúc Yêu-Tuyệt
SaoTháiDương	Nghiệt Long Chùy-Bạch Hổ	14	0	Yển Nguyệt Đao-Thương Lang
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	41	Trục Lộc Hoàng Long Triền Yêu
DépLào	Trục Lộc Hoàng Long Triền Yêu	16	42	Thần Châu Viêm Đế Thúc Yêu-Cực
SpLine	Nghiệt Long Chùy-Chu Thiềm	16	2	Phá Thiên Chùy-Thương Lang
ThuyKiem	Huyền Thiết Kiếm-Việt Quang	16	2	Long Uyên Kiếm-Triệt Cốt
DépLàoDM	Hàm Sa Xạ Ảnh-Ô Sương	14	5	Thiên Ngoại Phi Tiên-Thương Lang
DépLàoDM	Trục Lộc Huyền Dương Khôi	16	6	Trục Lộc Huyền Dương Khôi
DépLàoDM	Sơn Quỷ Trang-Việt Quang	12	7	Kính Hoa Khải-Nghịch Thủy
DépLàoDM	Trục Lộc Hoàng Long Triền Yêu	16	8	Trục Lộc Hoàng Long Triền Yêu
DépLàoDM	Võ Thần Hộ Uyển-Cửu Mệnh	12	9	Thiên Tàm Hộ Uyển-Tuyệt
DépLàoDM	Tuyệt Hỏa Ngoa-Tật Phong	12	10	Thiên Tàm Ngoa-Việt Quang
DépLàoDM	Hổ Phách Thiên Tinh Phù-Vô Song	14	11	Hổ Phách Thiên Tinh Phù-Vô Song
DépLàoDM	Côn Bằng Bội-Thanh Phong	12	12	Bắc Minh Bội-Cự Mộc
DépLàoDM	Thương Khung Giới-Hoàng Quang	12	13	Ứng Long Giới-Phục Thạch
DépLàoDM	Trục Lộc Thiên Hựu Liên	16	14	Trục Lộc Thiên Hựu Liên
DépLàoDM	Trục Lộc Hoàng Long Triền Yêu	16	15	Trục Lộc Hoàng Long Triền Yêu
DépLàoVĐ	Thanh Sương Kiếm-Vân Phách	14	11	Long Uyên Kiếm-Vân Phách
DépLàoVĐ	Trục Lộc Hoàng Long Triền Yêu	15	12	Trục Lộc Hoàng Long Triền Yêu
KẻMangTâmSự	Huyền Thiết Kiếm-Việt Quang	16	4	Long Uyên Kiếm-Nghiệp Hỏa
DépLàoTYK	Kim Qua Chùy-Thương Lang	14	10	Phá Thiên Chùy-Thương Lang
aduminn	Huyền Thiết Kiếm-Việt Quang	14	2	Yển Nguyệt Đao-Triệt Cốt
DépLàoMN	Phá Sơn Đao-Nghiệp Hỏa	14	11	Yển Nguyệt Đao-Nghiệp Hỏa
adumiin	Thất Tinh Thấu Cốt-Cự Mộc	14	2	Thiên Ngoại Phi Tiên-Hàn Băng
PhongLinh	Huyền Thiết Kiếm-Việt Quang	16	20	Long Uyên Kiếm-Triệt Cốt
DépLàoNM	Trục Lộc Hoàng Long Triền Yêu	16	6	Trục Lộc Hoàng Long Triền Yêu
CConSóngDM	Hàm Sa Xạ Ảnh-Hàn Băng	14	6	Thiên Ngoại Phi Tiên-Hàn Băng
ADIMINN	Tiên Duyên Phù-Chu Thiềm	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
DConSóngVĐ	Thanh Sương Kiếm-Vân Phách	14	6	Long Uyên Kiếm-Vân Phách
NguTinh	Thất Tinh Thấu Cốt-Cự Mộc	16	2	Thiên Ngoại Phi Tiên-Thương Lang
EConSóngTN	Phá Sơn Đao-Nghiệp Hỏa	14	4	Yển Nguyệt Đao-Nghiệp Hỏa
TiểuHắc	Thất Tinh Thấu Cốt-Cự Mộc	14	0	Thiên Ngoại Phi Tiên-Thương Lang
zBaKichz	Long Lân Đao-Nghiệp Hỏa	16	2	Yển Nguyệt Đao-Chích Viêm
ADIMIN	Tiên Duyên Phù-Hoàng Quang	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
SaoChổi	Bạch Hổ Triền Thủ-Triệt Cốt	16	1	Thanh Long Triền Thủ-Triệt Cốt
SaoMộcĐức	Thất Tinh Thấu Cốt-Thanh Long	14	0	Thiên Ngoại Phi Tiên-Chích Viêm
SaoTháiÂm	Long Lân Đao-Nghiệp Hỏa	14	0	Yển Nguyệt Đao-Nghiệp Hỏa
SaoThổTú	Huyền Thiết Kiếm-Nghịch Thủy	14	0	Long Uyên Kiếm-Vân Phách
SóngThần	Long Uyên Kiếm-Triệt Cốt	16	12	Thiên Ngoại Phi Tiên-Hàn Băng
adumin	Huyền Thiết Kiếm-Việt Quang	14	2	Yển Nguyệt Đao-Hàn Băng
AConSóngMGC	Kim Qua Chùy-Thương Lang	14	5	Phá Thiên Chùy-Thương Lang
NguyênBá	Long Lân Đao-Chu Thiềm	14	0	Phá Thiên Chùy-Thương Lang
adminn	Huyền Thiết Kiếm-Việt Quang	16	4	Long Uyên Kiếm-Triệt Cốt
TiểuHồng	Long Lân Đao-Nghiệp Hỏa	16	1	Yển Nguyệt Đao-Chích Viêm
AConSóngMGC	Thương Khung Giới-Phục Thạch	12	6	Ứng Long Giới-Hoàng Quang
SóngThần	Thanh Sương Kiếm-Triệt Cốt	14	13	Long Uyên Kiếm-Triệt Cốt
CConSóngDM	Toàn Long Bào-Chu Thiềm	12	7	Kính Hoa Khải-Chu Thiềm
CConSóngDM	Thương Khung Giới-Nghịch Thủy	12	8	Ứng Long Giới-Nghịch Thủy
EConSóngTN	Thương Khung Giới-Việt Quang	12	5	Ứng Long Giới-Việt Quang
TiềmLong	Vũ Uy Hổ Phách Thiên Tinh Phù	16	6	Vũ Uy Lẫm Nhật Tinh Huyễn Phù
TiềmLong	Vũ Uy Trích Tinh Giới	16	7	Vũ Uy Lăng Vân Giới
DépLàoDM	Hổ Phách Thiên Tinh Phù-Vô Song	14	16	Vũ Uy Hổ Phách Thiên Tinh Phù
DépLàoVĐ	Hổ Phách Thiên Tinh Phù-Vô Song	14	13	Vũ Uy Hổ Phách Thiên Tinh Phù
DépLàoVĐ	Thiên Nhẫn Bí Trang-Diên Dương	14	14	Vũ Uy Trục Nhật Y
TiềmLong	Hổ Phách Thiên Tinh Phù-Vô Song	14	8	Vũ Uy Lẫm Nhật Tinh Huyễn Phù
DépLàoTYK	Hổ Phách Thiên Tinh Phù-Vô Song	14	11	Vũ Uy Hổ Phách Thiên Tinh Phù
DépLàoMN	Hổ Phách Thiên Tinh Phù-Vô Song	14	12	Vũ Uy Hổ Phách Thiên Tinh Phù
DépLàoNM	Hổ Phách Thiên Tinh Phù-Vô Song	14	7	Vũ Uy Hổ Phách Thiên Tinh Phù
TiểuHắc	Triều Lộ Liên-Chí mạng	14	1	Trục Lộc Thiên Hựu Liên
ThầyTrừTàd	Long Lân Đao-Nghiệp Hỏa	16	2	Long Uyên Kiếm-Nghiệp Hỏa
ThầyTrừTàa	Thất Tinh Thấu Cốt-Cự Mộc	16	2	Thiên Ngoại Phi Tiên-Thương Lang
ThầyTrừTàb	Huyền Thiết Kiếm-Nghịch Thủy	16	2	Long Uyên Kiếm-Vân Phách
zbufloilonz	Thanh Sương Kiếm-Thực Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
LãoĐại	Huyền Thiết Kiếm-Nghịch Thủy	16	20	Long Uyên Kiếm-Vân Phách
thúyYênKiếm	Long Uyên Kiếm-Triệt Cốt	16	0	Long Uyên Kiếm-Triệt Cốt
NgaMyChuong	Yển Nguyệt Đao-Nghiệp Hỏa	16	0	Yển Nguyệt Đao-Nghiệp Hỏa
5DộcĐao	Tiên Duyên Phù-Hoàng Quang	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
NgaMyChuong	Tiên Duyên Phù-Nghịch Thủy	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
thúyYênKiếm	Tiên Duyên Phù-Cự Mộc	12	1	Hổ Phách Thiên Tinh Phù-Vô Song
NgaMyKuTe	Vũ Uy Truy Nguyệt Phù	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
KẻMangTâmSự	Long Lân Đao-Nghiệp Hỏa	16	5	Thanh Long Triền Thủ-Nghiệp Hỏa
SóngThần	Tiêu Dao Nộ Long Hộ Uyển	16	14	Tiêu Dao Nộ Long Hộ Uyển
SóngThần	Trục Lộc Thiên Hựu Liên	16	15	Trục Lộc Thiên Hựu Liên
ThuốcLắc	Bạch Hổ Triền Thủ-Việt Quang	14	0	Thanh Long Triền Thủ-Hàn Băng
ThuốcLào	Bạch Hổ Triền Thủ-Hàn Băng	15	1	Thanh Long Triền Thủ-Hàn Băng
BaoCát	Huyền Thiết Kiếm-Vân Phách	15	1	Phá Thiên Kích-Lạc Lôi
ThầyTrừTà	Nghiệt Long Chùy-Chu Thiềm	16	2	Long Uyên Kiếm-Đoạn Hải
DépLàoTYK	Trục Lộc Hoàng Long Triền Yêu	16	12	Trục Lộc Hoàng Long Triền Yêu
HoiUcKT	Long Lân Đao-Nghiệp Hỏa	16	4	Thanh Long Triền Thủ-Nghiệp Hỏa
LãoĐại	Côn Bằng Bội-Hoàng Quang	14	21	Bắc Minh Bội-Thanh Phong
5DChuong	Tiên Duyên Phù-Nghịch Thủy	12	0	Hổ Phách Thiên Tinh Phù-Vô Song
ADIMINNN	Tiên Duyên Phù-Việt Quang	14	0	Vũ Uy Hổ Phách Thiên Tinh Phù
seasea	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
seasea2	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
seasea6	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
seasea5	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
seasea3	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
seasea4	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
KiếmVôCực	Huyền Thiết Kiếm-Nghịch Thủy	16	2	Long Uyên Kiếm-Vân Phách
OhOooo	Huyền Thiết Kiếm-Việt Quang	16	2	Long Uyên Kiếm-Triệt Cốt
NhatTinh	Huyền Thiết Kiếm-Triệt Cốt	16	4	Long Uyên Kiếm-Triệt Cốt
LucTinh	Thanh Sương Kiếm-Triệt Cốt	14	1	Long Uyên Kiếm-Triệt Cốt
VươngCường	Huyền Thiết Kiếm-Việt Quang	16	3	Long Uyên Kiếm-Triệt Cốt
WuKong	Phách Phong Đao-Nghiệp Hỏa	12	0	Phách Phong Đao-Nghiệp Hỏa
PằngAChíu	Long Uyên Kiếm-Linh Vũ	12	0	Thanh Sương Kiếm-Triệt Cốt
LiễuNhưYên	Long Lân Đao-Nghiệp Hỏa	14	0	Kim Qua Chùy-Thương Lang
SaoMai	Huyền Thiết Kiếm-Triệt Cốt	14	0	Thanh Sương Kiếm-Triệt Cốt
HoiUcKT	Huyền Thiết Kiếm-Việt Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
Phoenix	Long Uyên Kiếm-Linh Vũ	14	0	Thanh Sương Kiếm-Vân Phách
TrácKiếmThi	Tiên Xạ Hương Nang-Diên Dương	12	0	Già Nam Hương Nang-Phục Thạch
LiễuNhưYên	Thương Khung Giới-Diên Dương	12	1	Thương Khung Giới-Hoàng Quang
LiễuNhưYên	Bắc Thần Liên-Chí mạng	12	2	Quần Điểu Liên-Lâm Li
LiễuNhưYên	Tiên Xạ Hương Nang-Chí mạng	12	3	Già Nam Hương Nang-Quy Nguyên
LiễuNhưYên	Phượng Miên Khôi-Chu Thiềm	12	4	Trục Lộc Thương Khung Quán
LiễuNhưYên	Hàn Quang Nhạn Linh Giáp-Nghịch Thủy	12	5	Hàn Quang Nhạn Linh Giáp-Diên Dương
LiễuNhưYên	Kim Qua Chùy-Thương Lang	14	6	Thanh Sương Kiếm-Vân Phách
LiễuNhưYên	Thiên Ma Phù-Diên Dương	12	7	Thanh Hư Phù-Quy Nguyên
LiễuNhưYên	Ngạo Mai Ngọc Đái-Diên Dương	12	8	Lương Cúc Ngọc Đái-Tuyệt
LiễuNhưYên	Thương Khung Giới-Hoàng Quang	12	9	Hình Thiên Giới-Tuyệt
LiễuNhưYên	Khinh Vân Ngoa-Việt Quang	12	10	Sính Sa Ngoa-Hàn
LiễuNhưYên	Bế Nguyệt Hoàn-Cự Mộc	12	11	Thiên Công Hoàn-Minh
DạMa	Thương Khung Giới-Việt Quang	12	0	Hình Thiên Giới-Việt Quang
MộcUyển	Thương Khung Giới-Chu Thiềm	12	0	Hình Thiên Giới-Thanh Phong
MộcUyển	Bắc Thần Liên-Chí mạng	12	1	Quần Điểu Liên-Việt Quang
PằngAChíu	Long Uyên Kiếm-Linh Vũ	14	1	Thanh Sương Kiếm-Triệt Cốt
Phoenix	Minh Điệp Phát Kết-Nghịch Thủy	12	1	Trục Lộc Thương Khung Quán
DạMa	Quần Điểu Liên-Cự Mộc	12	1	Quần Điểu Liên-Chí mạng
LamTinh	Huyền Thiết Kiếm-Việt Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
phamhanh85	Huyền Thiết Kiếm-Toái Trần	14	0	Thanh Sương Kiếm-Triệt Cốt
huhuhu	Hàm Sa Xạ Ảnh-Ô Sương	12	0	Thanh Sương Kiếm-Triệt Cốt
huhuhu	Sơn Quỷ Trang-Việt Quang	12	1	Toàn Long Bào-Chu Thiềm
huhuhu	Sơn Quỷ Phát Quán-Cự Mộc	12	2	Tử Kim Thúc Ngạch-Việt Quang
huhuhu	Ngọa Hổ Thúc Yêu-Chu Thiềm	12	3	Ngọa Hổ Thúc Yêu-Nghịch Thủy
huhuhu	Võ Thần Hộ Uyển-Nghịch Thủy	12	4	Võ Thần Hộ Uyển-Diên Dương
huhuhu	Bắc Thần Liên-Việt Quang	12	5	Bắc Thần Liên-Chu Thiềm
KẻMangTâmSự	Huyền Thiết Kiếm-Việt Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
SùngALú	Nghiệt Long Chùy-Thương Lang	14	0	Kim Qua Chùy-Thương Lang
LiễuNhưYên	Lương Cúc Ngọc Đái-Tuyệt	12	12	Hoa Hạ Phi Phượng Ngọc Đái-Tuyệt
huhuhu	Kinh Lôi Thương-Hoàng Quang	14	6	Thanh Sương Kiếm-Triệt Cốt
LừaXongPhắn	Long Lân Đao-Nghiệp Hỏa	14	0	Phá Sơn Đao-Nghiệp Hỏa
GiàngALử	Huyền Thiết Kiếm-Nghịch Thủy	14	0	Thanh Sương Kiếm-Vân Phách
huhuhu	Tử Kim Thúc Ngạch-Việt Quang	12	7	Trục Lộc Thương Khung Quán
HoiUcKT	Huyền Thiết Kiếm-Việt Quang	14	1	Phá Sơn Đao-Nghiệp Hỏa
huhuhu	Ngọa Hổ Thúc Yêu-Nghịch Thủy	12	8	Trục Lộc Hoàng Long Triền Yêu
PằngAChíu	Trục Lộc Hoàng Long Triền Yêu	16	2	Trục Lộc Hoàng Long Triền Yêu
Phoenix	Trục Lộc Hoàng Long Triền Yêu	16	2	Trục Lộc Hoàng Long Triền Yêu
SùngALú	Bắc Thần Liên-Chí mạng	12	1	Quần Điểu Liên-Chí mạng
DạMa	Sơn Quỷ Phát Quán-Diên Dương	12	2	Trục Lộc Huyền Dương Khôi
DạMa	Ngọa Hổ Thúc Yêu-Việt Quang	12	3	Trục Lộc Hoàng Long Triền Yêu
DạMa	Quần Điểu Liên-Chí mạng	12	4	Trục Lộc Thiên Hựu Liên
ThiênKiếm	Tử Kim Thúc Ngạch-Nghịch Thủy	12	0	Trục Lộc Huyền Dương Khôi
ThiênKiếm	Quần Điểu Liên-Phục Thạch	12	1	Trục Lộc Thiên Hựu Liên
ThiênKiếm	Ngọa Hổ Thúc Yêu-Cự Mộc	12	2	Trục Lộc Hoàng Long Triền Yêu
huhuhu	Trục Lộc Hoàng Long Triền Yêu	16	9	Hoa Hạ Đằng Long Thúc Yêu-Cực
huhuhu	Hoa Hạ Đằng Long Thúc Yêu-Cực	16	10	Trục Lộc Hoàng Long Triền Yêu
huhuhu	Bắc Thần Liên-Chí mạng	12	11	Trục Lộc Thiên Hựu Liên
huhuhu	Trục Lộc Hoàng Long Triền Yêu	16	12	Trục Lộc Hoàng Long Triền Yêu
MộcUyển	Điêu Bì Diện Tráo-Cự Mộc	12	2	Trục Lộc Huyền Dương Khôi
MộcUyển	Ngạo Mai Ngọc Đái-Chu Thiềm	12	3	Trục Lộc Hoàng Long Triền Yêu
MộcUyển	Quần Điểu Liên-Việt Quang	12	4	Trục Lộc Thiên Hựu Liên
HạoThiênChày	Thôn Long Khôi-Chu Thiềm	12	0	Trục Lộc Huyền Dương Khôi
HạoThiênChày	Ngọa Hổ Thúc Yêu-Diên Dương	12	1	Trục Lộc Hoàng Long Triền Yêu
HạoThiênChày	Quần Điểu Liên-Diên Dương	12	2	Trục Lộc Thiên Hựu Liên
huhuhu	Tuyệt Hỏa Ngoa-Cự Mộc	12	13	Bá Vương Ngoa-Tật Phong
XeLiễuKey	Minh Điệp Phát Kết-Việt Quang	12	0	Trục Lộc Huyền Dương Khôi
XeLiễuKey	Ngạo Mai Ngọc Đái-Nghịch Thủy	12	1	Trục Lộc Hoàng Long Triền Yêu
PằngAChíu	Tuyệt Hỏa Ngoa-Cự Mộc	12	3	Tung Hoành Ngoa-Cự Mộc
zXznuquaizXz	Huyền Thiết Kiếm-Việt Quang	14	0	Thanh Sương Kiếm-Triệt Cốt
TrácKiếmThi	Minh Điệp Phát Kết-Việt Quang	12	1	Trục Lộc Huyền Dương Khôi
TrácKiếmThi	Ngạo Mai Ngọc Đái-Nghịch Thủy	12	2	Trục Lộc Hoàng Long Triền Yêu
TrácKiếmThi	Bắc Thần Liên-Chu Thiềm	12	3	Trục Lộc Thiên Hựu Liên
LiễuNhưYên	Long Uyên Kiếm-Linh Vũ	16	13	Long Lân Đao-Nghịch Thủy
phamhanh85	Yển Nguyệt Đao-Phi Yến	16	1	Huyền Thiết Kiếm-Việt Quang
LiễuNhưYên	Thanh Hư Phù-Quy Nguyên	12	14	Hổ Phách Thiên Tinh Phù-Vô Song
SaoMai	Yển Nguyệt Đao-Hàn Băng	16	1	Long Lân Đao-Việt Quang
huhuhu	Yển Nguyệt Đao-Hấp Tinh	16	14	Huyền Thiết Kiếm-Việt Quang
ThiênKiếm	Long Uyên Kiếm-Linh Vũ	16	3	Huyền Thiết Kiếm-Nghịch Thủy
PằngAChíu	Long Uyên Kiếm-Linh Vũ	16	4	Huyền Thiết Kiếm-Việt Quang
PằngAChíu	Tung Hoành Ngoa-Cự Mộc	12	5	Thiên Tàm Ngoa-Cự Mộc
KẻMangTâmSự	Thanh Long Triền Thủ-Triệt Cốt	16	1	Bạch Hổ Triền Thủ-Việt Quang
Coffee	Thanh Long Triền Thủ-Hàn Băng	16	0	Bạch Hổ Triền Thủ-Việt Quang
HạoThiênChày	Long Uyên Kiếm-Linh Vũ	16	3	Nghiệt Long Chùy-Chu Thiềm
HoiUcKT	Thanh Long Triền Thủ-Nghiệp Hỏa	16	2	Bạch Hổ Triền Thủ-Nghiệp Hỏa
DạMa	Long Uyên Kiếm-Linh Vũ	16	5	Long Lân Đao-Nghiệp Hỏa
Phoenix	Long Uyên Kiếm-Linh Vũ	16	3	Huyền Thiết Kiếm-Nghịch Thủy
PằngAChíu	Thiên Ma Phù-Cự Mộc	12	6	Tiên Duyên Phù-Cự Mộc
KHUNGLONG	Yển Nguyệt Đao-Phi Yến	16	0	Long Lân Đao-Việt Quang
PằngAChíu	Toàn Long Bào-Chu Thiềm	12	7	Giáng Sa Bào-Chu Thiềm
PằngAChíu	Hình Thiên Giới-Thanh Phong	12	8	Ứng Long Giới-Nghịch Thủy
LiễuNhưYên	Sính Sa Ngoa-Hàn	12	15	Huyền Nữ Ngoa-Tật Phong
LiễuNhưYên	Thiên Công Hoàn-Minh	12	16	Tiêu Dao Tường Phượng Thủ Trạc
LiễuNhưYên	Già Nam Hương Nang-Quy Nguyên	12	17	Tiêu Dao Băng Nguyệt Hương Nang
MộcUyển	Thiên Ngoại Phi Tiên-Thương Lang	16	5	Thất Tinh Thấu Cốt-Cự Mộc
LiễuNhưYên	Hình Thiên Giới-Tuyệt	12	18	Ứng Long Giới-Cự Mộc
LiễuNhưYên	Hàn Quang Nhạn Linh Giáp-Diên Dương	12	19	Tích Lịch Kim Phượng Giáp-Hoàng Quang
KHUNGLONG	Tuyệt Hỏa Ngoa-Cự Mộc	12	1	Thiên Tàm Ngoa-Cự Mộc
LừaXongPhắn	Yển Nguyệt Đao-Nghiệp Hỏa	16	1	Long Lân Đao-Nghiệp Hỏa
SùngALú	Kim Qua Chùy-Thương Lang	14	2	Nghiệt Long Chùy-Chu Thiềm
Phoenix	Thanh Hư Phù-Quy Nguyên	12	4	Hổ Phách Thiên Tinh Phù-Vô Song
Phoenix	Lăng La Sam-Diên Dương	12	5	Tích Lịch Kim Phượng Giáp-Hoàng Quang
Phoenix	Thương Khung Giới-Cự Mộc	12	6	Ứng Long Giới-Cự Mộc
GiàngAPáo	Hàm Sa Xạ Ảnh-Ô Sương	12	0	Thất Tinh Thấu Cốt-Cự Mộc
Phoenix	Bế Nguyệt Hoàn-Việt Quang	12	7	Tiêu Dao Tường Phượng Thủ Trạc
GiàngALử	Thanh Sương Kiếm-Vân Phách	14	1	Long Lân Đao-Nghịch Thủy
PằngAChíu	Trục Lộc Thương Khung Quán	16	9	Trục Lộc Huyền Dương Khôi
TrácKiếmThi	Thương Khung Giới-Nghịch Thủy	12	4	Ứng Long Giới-Nghịch Thủy
TrácKiếmThi	Già Nam Hương Nang-Phục Thạch	12	5	Long Diên Hương Nang-Hoàng Quang
GiàngAPáo	Trục Lộc Huyền Dương Khôi	14	1	Trục Lộc Huyền Dương Khôi
